text,Type
happy new year 2021 i believe that commitment cooperation and high spirit in the practice of new norms of life will be able to overcome the spread of covid19 i also pray that the people of the whole country are alw,"News, Malaysia"
"covid19 five new clusters identified  dr noor hishamcovid19 five new clusters identified  dr noor hisham
kuala lumpur the health ministry identified five new covid19 clusters in selangor johor negeri sembilan putrajaya and ku",Cluster
"covid19 vaccine deals should be public as they involve taxpayersâ fundsdr mahathir covid19 vaccine deals should be public as they involve taxpayersâ funds  malay mail
shah alam dec 31 â the government should make public the process and details of the deal to procure covid19 vaccines as it involves taxpayersâ funds former prime ministe","News, Malaysia"
to jeonxkookie mknjpm and 2 othersradzijidin we desperately need toptrant support to voice our opinion we are also khuatrir with the current situation increasingly today showing the higher the case of covid19 improvement i rea,"News, Malaysia"
agong queen hopes people are patient the countrys prayers recover covid19 httpsselangortvmyagongpermaisuriharaprakyatsabardoanegarapulihcov,"News, Malaysia"
selangor progresses together to impact covid19 httpsselangortvmyselangormajubersamadepaniimpakcov,"News, Malaysia"
most frequently used words due to covid19 httpsmalaysianowcomberita202012315perkataanpalingkerapdigunadisebabkancovid19â via mnownews5 most frequently used words due to covid19 2020 hears us with frequently mentioned terms throughout the year so that it becomes part of the daily conv,"News, Malaysia"
malaysia ends 2020 with eight deaths and 2525 new covid19 cases the highest this year for the country malaysia records 113010 cases a,"News, Malaysia"
me aft,"News, Malaysia"
,"News, Malaysia"
both penang and subang airport,"News, Malaysia"
must expose the covid19 vaccine acquired agreement says dr mahathirputrajaya must expose the covid19 vaccine acquired agreement says dr mahathir  the malaysian insight the government needs to expose it because it involves hug,Vaccine
"malaysia ends 2020 with the highest daily cases of covid 19quote tweet
kkmalaysia
kkmputrajaya
 â dec 31 2020
kes positif sebanyak 2525 hari ini adalah kes po",Cases
curtain 2020 with the highest covid19 case ofmalaysia curtain 2020 with the highest covid19 case  the malaysian insight a total of 2525 infections were reported within th,Cases
"people complaining about people not staying home are the same ones that dont stay home 
 well done for breaking the highest daily recor","News, Malaysia"
hope that with the experience we have gained in facing this covid1,"News, Malaysia"
we had to contend with the spread of the covid19 pandemic kpkt staff continued to provide the best service to the people continuously continuously continuously pursue this effort so that service delivery,"News, Malaysia"
lucky students in muar time covid19 ni la want to use online learning a lot quote tweet teamsyedsaitama teamsaddiq â dec 31 2020 malaysians have worked together to help raise funds syed saitama immediately contributed early today 50 students used to be its easy to help muar students all funds are only for muar students want to help click here add httpbitlysumba,"News, Malaysia"
"covid19 record high of 2525 cases on new years eve eight deaths
httpsthestarcommynewsnation20201231covid19recordhighof2525casesonnewyear039seveeightdeathsâcovid19 record high of 2525 cases on new years eve eight deaths
petaling jaya malaysia saw a record number of covid19 cases in a single day on thursday dec 31 with 2525 cases",Deaths
"daily snapshot total cases on the last day of 2020 crossed the 152 million mark with over 12900 cases reported across the region since our last update

theaseanpost asean prayforasean prayfortheworld covid19 coronavirusoutbreak c",Cases
"malaysia ends year with record high of 2525 covid19 casesmalaysia ends year with record high of 2525 covid19 cases  the malaysian insight
selangor leads the pack",Cases
why matriculation still need to go back to their college just for sit their exam online while the cases increase day by day why cant you all reconsider this this is really dangerous for us and theres no guarantee that we can be safe from covid19 radzijidinquote tweet kkmalaysia kkmputrajaya â dec 31 2020 a positive case of 2525 today is the h,Cases
resistant to 301 individuals defaulting mco with 298 compounded and thr,"News, Malaysia"
to ismailsabri60penutup highest glory covid19 congratulations reach,Cases
we closed this year 2020 with a daily covid,"News, Malaysia"
itâs a wrap for 2020 guys see yes in 2021 covid19quote tweet kkmalaysia kkmputrajaya â dec 31 2020 a positive case of 2525 today is the h,"News, Malaysia"
2525 new daily cases the highest throughout the httpsselangorkinimy202012covid192525kesharianbaharutertinggisepanjangpand,"News, Malaysia"
may father in law sister negativ,"News, Malaysia"
"if covid19 can help me shred some pounds i totally dont mind contracting it but no

i am already at the state where i cbf about the daily reportsquote tweet
kkmalaysia
kkmputrajaya
 â dec 31 2020
kes positif sebanyak 2525 hari ini adalah kes po","News, Malaysia"
malaysia announces a new daily high of covid19 cases on the last day of 2020 hope things will turn around in the new yearquote tweet kkmalaysia kkmputrajaya â dec 31 2020 a positive case of 2525 today is the h,Cases
"covid19 will become the pandemic of the 2020sbeating covid in 2021 managing time risk and ambition â khor swee kheng  malay mail
dec 31 â very often in the pandemic of 2020 we found ourselves in situations with no good choices thatâs normal this is a onceinalifetime pandemic with no useful po","News, Malaysia"
covid19 situation as at 31 december 2020 in malaysia new cases 2525 active cases 23598 cured 88941 1481 new cured cases whole case 113010 death 471 8 new cases of death kkmputrajaya pkpb kitateguhk,Deaths
,Cases
dah new years eve taste like going celebrated but worrying about others,"News, Malaysia"
"just in malaysias covid19 death toll is at 471 with 8 new deaths 
 1481 discharged total now is 88941
 2525 new cases total now is 113010
 23598 active cases
 131 i",Deaths
"malaysia ends 2020 with a record 24hour high of 2525 covid19 cases active cases 23600 eight new deaths today 

in total covid19 has killed 471 people and infected 113010 in malaysiaout through 2020  

a vaccine cannot come soon enough in 2021kpk press statement 31 december 2020 â situation during coronavirus disease infection 2019 covid
the latest status of the covid19 certified case of the ministry of health moh wishes to inform that today the number of covid19 cured cases is 1","News, Malaysia"
we break our hopes amp missions going into the new year new case statistics covid19 the highest rate of 2020 on the last day becoming a reminder for all of us more information on 501awaniquote tweet noor hisham abdullah dghisham â dec 31 2020 covid19 dec 31 2020 total cured new1481 cumulative total88941 787 total new cases2525 cumulative total113010 total active cases23598 local cases2512 import cases13 total new deaths 8 wn cumulative total471 042 tot,Deaths
recorded highest number of new cases of covid19 on the final day of the year with 2525 cases msias recorded positive cases of 113010 cases with 23598 active cases 8 deaths recorded today,Cases
status covid19 31 dec 2020 cured cases1481 total cured cases88941 cases new cases positive2525 cases 2512 local 13 imports total positive113010 cases death case8 total death cases471 cases cases treated in,Deaths
"covid19 asst pilot with rural air service tests positive
httpsthestarcommynewsnation20201231covid19asstpilotwithruralairservicetestspositiveâcovid19 asst pilot with rural air service tests positive
sibu an assistant pilot with a rural air service is among the two persons who tested positi","News, Malaysia"
