,text,hashtags_count
121,"Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABCCalifornia nurse tests positive over a week after receiving Pfizer COVID-19 vaccine- ABC
(Reuters) - A 45-year-old nurse in California tested positive for COVID-19 more than a week after receiving Pfizer Inc's coronavirus vaccine, an ABC News affiliate reported https://bit.ly/2L8iBel on...
thestar.com.my",0
122,Happy New Year 2021 ! Hopefully this new year we are better prepared for the trials &amp; challenges that will come! Same2 we pray Covid-19 passed away! #KitaJagaKita #HapusCOVID19 #HappyNewYear20210:00 29 views,3
123,this COVID-19 pandemic is immediately over. #jppipgkbm #infojpp #media_ib #twt_IB,4
124,"My top reporters on COVID-19 in 2020:

10. 
@apoorva_nyc
;
9. 
@amymaxmen
;
8. 
@katieengelhart
;
7. 
@lizziepresser
;
6. 
@jessicalustig
;
5. 
@drsanjaygupta
;
4. 
@HelenBranswell
;
3. 
@natashanyt
;
2.
@EricTopol
 
1. 
@edyong209",0
125,Hopefully the presence of the New Year 2021 gives us radiation and inspiration that drives us towards a better quality Start the new year with the new norm! Together we disconnect the COVID-19 chain! #NewYear2021Saifuddin Abdullah and 7 others,1
126,"May this New Year put an end to all the sufferings due to COVID-19 and fill our lives with goodness and happiness. A very Happy New Year 2021 to all.
#selamattahunbaru2021",1
127,| ADN Kinrara's focus on the affected people of Covid-19 https://selangortv.my/fokus-adn-kinrara-tumpu-rakyat-terjejas-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
128,"BYEEE 2020 
 in the same time COVID-19 can BYEEEE too?
.
. 
.
.
.
.
.
.
Sportwear from 
@almightee
.my https://instagram.com/p/CJd6gLFskEy/?igshid=16c8uj4ijes8qâ€¦",0
129,Rise up a new spirit. Keep fighting against covid 19. Going forward My Malaysia #happynewyear #realestateagent https://instagram.com/p/CJd5vhFDZrj/?igshid=6g0wwhccthzvâ€¦,2
130,"My top 10 wonder women of 2020 hell bent on demolishing COVID-19,in no particular order:

1. 
@angie_rasmussen
; 
2. 
@VirusesImmunity
; 
3. 
@KizzyPhD
;
4. 
@cmyeaton
; 
5. 
@SaskiaPopescu
; 
6. 
@DrJenGunter
; 
7. 
@doctorsoumya
; 
8. 
@mugecevik
; 
9. 
@choo_ek
 
10. 
@EpiEllie
;",0
131,"Full Video:
https://youtu.be/cm7FzI4s9e0

#COVID19 
#coronavirus 
#StayAtHome 
#StaySafe 
#Positif",5
132,#Covid19 The way the world is doing. Why didn't Malaysia try the Islamic way?. Back in God,1
133,"Given Good Health, Extended Age, Simplified all the dealings of the World and the Hereafter, Happy New Year 2021, May We all Be Distanced from the Covid19 Disease Epidemic ",0
134,"Malaysia Ends Year with Record High of 2,525 New Covid-19 Cases 
http://thetruenet.com/news/malaysia-ends-year-with-record-high-of-2525-new-covid-19-cases/â€¦ via 
@TheTrueNet
#thetruenet #NewsCurator #news #truenews #instanews #Socialmedia #reporting #contents #viral #media #public #people #justice #reputation #Integrity 
#stayhome
 #StaysafeMalaysia Ends Year with Record High of 2,525 New Covid-19 Cases â€” The True Net
Malaysia ends the year with a daily Covid-19 record of 2,525 infections in the past 24 hours, just five days after the previous peak.
thetruenet.com",17
135,"#BernamaNews: Ukraine maintains bilateral trade momentum with Malaysia despite COVID-19Ukraine maintains bilateral trade momentum with Malaysia despite...
#BernamaNews: Ukraine has maintained the momentum of its bilateral trade with Malaysia throughout 2020 despite the global economic slowdown and...
facebook.com",2
136,Covid-19 So Covid-20 doesn't enter this new year?,0
137,"Latest Status #COVID19, 31 Dec 2020 Cured cases=1,481 Total cured cases=88,941 cases New cases positive=2,525 cases (2,512 local, 13 imports) Total positive=113,010 cases Death case=8 Total death cases=471 cases Cases treated in ICU=131 cases Respiratory Help=60 cases",1
138,Follow the highlights of COVID-19 with MOH in preparedness and curbing the spread of COVID-19 infection in the country by Tan Sri KP KKM @DGHisham @KKMPutrajaya and also chairman of ProtectHealth Corporation Sdn Bhd. Watch on COVID-19 In the 2020 From The Director General of Health The year 2020 is a very challenging COVID-19 virus pandemic to the rest of the world. This virus has had a profound impact and Malaysians are also no exception. Follow the sorotâ€¦ video kpkesihatan.com,0
139,"#MCA Public Services and Complaints Department head Datuk Seri Michael Chong has tested positive with #Covid19 and is currently self-isolating at home.

Read more at https://bit.ly/3hvHT2a0:48
2.1K views",2
140,"StarTV reconnected with former #Covid19 patients - Chester Chang Chin Nam, Aiza Syafinaz and Reza Huzairi - to see how their lives have changed after recovering from the coronavirus.Former patients share how Covid-19 has impacted their lives
We reconnected with former Covid-19 patients - Chester Chang Chin Nam, Aiza Syafinaz and Reza Huzairi - to see how their lives have changed after recovering ...
youtube.com",1
141,"#BuletinBernama: YDP Agong, the country's prayer queen recovered from the COVID-19YDP Agong pandemic, the country's prayer queen recovered from the COVID-19 pandemic #BuletinBernama: Yang di-Pertuan Agong Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah and Raja Permaisuri Agong Tunku Hajah Azizah Aminah... facebook.com",2
142,"COVID-19: Pity 'frontliners', obey SOP https://facebook.com/167047123315520/videos/738768253706296â€¦",0
143,"#BuletinBernama COVID-19: The highest new daily case in MalaysiaCOVID-19: The highest new daily case in Malaysia #BuletinBernama: Malaysia recorded the highest new daily case on the last day of 2020, when notching 2,525 cases, making the total number of positive cases... facebook.com",2
144,"Just realised that today's COVID-19 new cases in Malaysia was brought to you by Pizza Hut - 2,525.

Anyone still remember the jingle?

Hah... don't try to guess my age. Ok?",0
145,"146 employees, Public Market dealers Banting under screening #Covid19 https://selangorkini.my/2020/12/146-pekerja-peniaga-pasar-awam-banting-jalani-saringan-covid-19/?utm_source=dlvr.it&utm_medium=twitterâ€¦",1
146,Happy New Year!! May Azam pd 2021 become and no longer fail like 2020. May the Covid-19 Chain be disconnected and we are all protected from dangerous infectious diseases. Be a useful person of the world &amp; the hereafter! Insha Allah,0
147,"year 2020 almost disabled the curtain. Plenty of likes and duka this year, although the rest of the world needs to combat the Covid-19 virus there are still sweet memories of 2020. Hopefully 2021 is a better year for ",0
148,"hello 2021 please be nice 
hello Covid19 please begone 
#cif19 hshshsh @ Kuala Lumpur, Malaysia https://instagram.com/p/CJdwbpOHdB0327uBqqhJX-afYFuJRdGhIJb9_k0/?igshid=faj3vz18ritpâ€¦",1
149,The year 2020 is a very challenging and difficult COVID-19 virus pandemic worldwide. This virus has had a profound impact &amp; Malaysians are also no exception. Moh is sedetic in moH preparedness and actions. Watch on COVID-19 In the 2020 From The Director General of Health The year 2020 is a very challenging COVID-19 virus pandemic to the rest of the world. This virus has had a profound impact and Malaysians are also no exception. Follow the sorotâ€¦ video kpkesihatan.com,0
150,"priorities for the integrated strategy of post-Covid-19 national recovery, says PM5 priorities integrated strategy of post-Covid-19 national recovery, says PM | The Malaysian Insight Muhyiddin Yassin said the move to restore the situation in Malaysia as soon as possible. themalaysianinsight.com",0
151,"Health director-general Tan Sri Dr Noor Hisham Abdullah on Thursday advised the public to follow the health guidelines and stay home if possible to curb the spread of #Covid19 as the nation transitions to #2021.1:02
3.6K views",2
152,OF COVID-19 Throughout 2020 from the Director General of HealthSorotan COVID-19 During the 2020 period from the Director General of Health The year 2020 is a very challenging COVID-19 virus pandemic to the rest of the,0
153,PM: Five priorities integrated strategy of post-national #COVID19 https://bernama.com/bm/am/news.php?id=1917550â€¦ @MuhyiddinYassin,1
154,Avoid 3S is the most effective vaccine to curb the spread of #COVID19. Continue to obey the SOP and practice self-control. Take care of yourself and your family #PKPB #KitaTeguhKitaMenang #KomunikasiKita #PsaCOVID19RTM,5
155,Waiting for swap test #Covid19,1
156,"PM outlines five priorities in Covid-19 fight during New Year address
https://thestar.com.my/news/nation/2020/12/31/pm-outlines-five-priorities-in-covid-19-fight-during-new-year-addressâ€¦PM outlines five priorities in Covid-19 fight during New Year address
PETALING JAYA: The war against Covid-19 is far from over, said Prime Minister Tan Sri Muhyiddin Yassin, as he laid out the five priorities in nation fight against the pandemic in his 2021 New Year...
thestar.com.my",0
157,"Dr Mahathir, Guan Eng slams Putrajaya for mishandling Covid-19Dr Mahathir, Guan Eng slams Putrajaya for mishandling Covid-19 | The Malaysian Insight Both leaders compare Malaysia's infection tally with China's. themalaysianinsight.com",0
158,"PM Muhyiddin invites the people to strengthen their detergence, strengthen the commitment and robust commitment of the COVID-19 pandemic in the country.",0
159,Government will continue to regulate the strictness of national borders in an integrated manner avoiding the influx of illegal immigrants to stem the risk of COVID-19 infection - PM Muhyiddin,0
160,This #COVID19 be given free of charge to Malaysians. The vaccine will be carried out in 3 phases and the first phase is expected to commence February 2021. - PM YAB Tan Sri @MuhyiddinYassin,1
161,Government will continue to regulate the strictness of national borders in an integrated manner avoiding the influx of illegal immigrants to stem the risk of COVID 19 infection,0
162,"Replying to 
@NisahMnmhehe. happy new year too nisah. have a good one and stay negative (covid19 test).",0
163,Dh as far as covid19Quote Tweet NATIONAL SECURITY COUNCIL OF THE PRIME MINISTER'S DEPARTMENT Â· 23h PM'S SPECIAL MESSAGE IN CONJUNCTION WITH THE NEW YEAR 2021: DO NOT BE COMPLACENT WITH THE FLEXIBILITY GIVEN,0
164,"Too much to thank throughout 2020, long if you want to write one by one. Despite being hit by the covid19 tempias, the sis are still able to share their sustenance with many people especially with family & team Nizam Autoglass. Alhamdulillah, thank you for all the blessings",0
165,Selangor Journal | Covid-19: Five new clusters identified â€” Dr Noor Hisham https://selangorjournal.my/2020/12/covid-19-five-new-clusters-identified-dr-noor-hisham-2/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
166,"people's psychise continues to strengthen its determission, strengthen its commitment and strengthen #COVID19 pandemic in the country",1
167,The government will continue to strictly control national borders in an integrated manner avoiding the influx of illegal immigrants to stem the risk of #COVID19 - PM @MuhyiddinYassin,1
168,2020. Thanks for every bitters &amp; sweet. We haven't fully succeeded against Covid-19. Let's unite to face the new norm.,0
169,"not be complacent with given relaxation, war against #COVID19 has not been fully successful - PM",1
170,@MuhyiddinYassin acknowledgements to Malaysians following the determination and extraordinary feast of #COVID19,1
171,| Covid-19 cycle and vaccine turmoil https://selangortv.my/kitaran-covid-19-dan-kemelut-vaksin/?utm_source=dlvr.it&utm_medium=twitterâ€¦,0
172,'AeU WE CARE' DISCOUNT SPECIFICALLY FOR FRONTLINE TASK FORCE ON COVID19 THREAT Â· Tuition Fee Savings of 15% Â· FREE Registration Â· Also Eligible to Be Applied for by Immediate Family Members of the Covid19 FrontAl Task Force,0
173,Information Delivery Focus : COVID-19 Chain Breaking Campaign Implementation of Conditional Movement Control Order (MCO) #IOW #KomunikasiKita #PKPB #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #CMSWPKL,11
174,"be like ""new corps 2021 I dah 2525""",0
175,#COVID19: The highest daily cases so far #COVID19 all-time quality [Infographics/ Infographics] #DisiplinDiri #KitaTeguhKitaMenang #StaySafe #COVID19,6
176,more and more health staff are positive Covid-19,0
177,"#ArtVsArtist2020

Here are the best cartoon designs I made to conclude the tough year. May 2021 will be a good year for everyone while battling the COVID-19 pandemic crisis.

Stay positive and spread the love. ",1
178,Last Situation of #COVID19 ( Dec 31 ),1
179,MOH impacts 5 more new clusters of Covid-19KKM impacting 5 more new clusters of Covid-19 | The Malaysian Insight The total cluster throughout Malaysia is currently 511 while the active cluster monitored is 225. themalaysianinsight.com,0
180,"King, queen hope vaccine will break chain of Covid-19 transmissions in 2021King, queen hope vaccine will break chain of Covid-19 transmissions in 2021 | The Malaysian Insight
Royal couple urge Malaysians to be patient in facing pandemic.
themalaysianinsight.com",0
